,Unnamed: 0,category_id,views,likes,dislikes,comment_total
120,120,23,2330211,4893,938,381
121,121,17,1002,8,0,3
122,122,19,622951,13260,493,1751
123,123,10,92783,6491,54,339
124,124,28,352284,13099,508,1297
125,125,28,8692,340,16,36
126,126,24,788310,17141,1054,5521
127,127,17,113400,1049,20,297
128,128,15,163404,3337,111,447
129,129,26,352119,12880,195,517
130,130,17,119124,742,48,404
131,131,2,7009,45,0,9
132,132,10,92656,895,22,143
133,133,17,53712,203,4,25
134,134,19,763632,51890,194,4852
135,135,26,5044462,183483,16582,19443
136,136,27,2874,104,0,15
137,137,24,1307902,19734,984,3029
138,138,24,19431,87,2,10
139,139,27,229636,7897,47,781
140,140,25,171000,454,85,290
141,141,24,1812471,133824,5380,23176
142,142,24,11830,200,3,22
143,143,10,1851893,24779,2844,2242
144,144,25,4801,28,0,8
145,145,22,55214,258,5,99
146,146,24,116337,17,10,2
147,147,28,387873,12099,458,1771
148,148,26,406327,20499,516,6361
149,149,22,108653,3606,109,699
150,150,26,77640,2223,221,390
151,151,22,173773,9188,166,876
152,152,26,1106140,38670,1576,1470
153,153,22,952945,17703,3207,0
154,154,17,277903,13343,212,6348
155,155,10,700036,49257,995,4863
156,156,15,2384595,50009,1918,6584
157,157,22,1712,15,0,4
158,158,17,13794,40,49,0
159,159,10,834567,20322,876,862
160,160,1,443606,4231,68,246
161,161,24,1493731,23472,3490,5872
162,162,10,13728070,468636,6597,20989
163,163,10,4850078,146460,8649,4896
164,164,26,108839,3677,107,732
165,165,23,614717,49443,1986,3970
166,166,28,1244953,29748,2639,4112
167,167,24,1862718,21516,1960,2108
168,168,10,2114219,77679,1874,4529
169,169,17,11533,51,7,29
170,170,19,109422,200,14,0
171,171,24,349856,4403,140,335
172,172,23,447037,25068,710,1299
173,173,24,226012,9353,156,1282
174,174,10,3998451,291383,11624,24246
175,175,10,82199,1194,51,194
176,176,24,41962,1445,50,268
177,177,10,36323498,1431683,28049,100661
178,178,25,25652,73,11,62
179,179,22,7563,344,1,21
180,180,10,845694,64515,625,4325
181,181,22,316616,10084,104,331
182,182,10,3027926,76505,2880,6414
183,183,22,463409,19286,393,2304
184,184,25,4761358,50802,1128,8606
185,185,10,376381,8909,170,334
186,186,24,30851,261,65,49
187,187,25,13752002,46101,4898,0
188,188,10,433708,24188,712,2383
189,189,23,2465146,179085,1567,11973
190,190,10,836472,19314,1206,0
191,191,26,599780,29851,299,453
192,192,10,106186,4695,193,396
193,193,28,626600,20553,1033,2138
194,194,26,384682,21302,353,1559
195,195,26,2451184,176110,1017,6257
196,196,10,480279,26662,241,557
197,197,15,189414,7070,112,288
198,198,25,103666,196,67,80
199,199,1,74494,2218,37,159
200,200,28,1110865,11255,1817,3631
201,201,22,235562,1801,78,96
202,202,23,1798895,26425,465,2278
203,203,28,12200526,258842,44339,0
204,204,24,5457497,349857,17479,52483
205,205,28,3654879,30836,6101,16713
206,206,15,1398322,35880,619,6246
207,207,10,1568852,174771,2166,19191
208,208,1,558820,4847,259,1083
209,209,28,761705,32608,1562,6864
210,210,22,6997601,626155,46445,190979
211,211,23,504827,29220,457,2233
212,212,23,580441,2520,533,977
213,213,23,2084309,128402,1136,8733
214,214,23,909358,14539,672,1353
215,215,23,1119034,12843,560,1367
216,216,28,3087549,93812,3067,19758
217,217,25,380266,11558,1286,1783
218,218,25,83219,157,190,406
219,219,1,1673317,40496,678,3915
220,220,24,393968,10053,596,1191
221,221,24,990274,22897,639,2430
222,222,24,86119,1835,18,230
223,223,10,1668188,88182,5893,7373
224,224,23,705475,34506,549,3180
225,225,24,515740,37881,538,8313
226,226,17,367178,5296,199,2422
227,227,28,751902,22556,870,4638
228,228,1,1341911,33111,1035,4709
229,229,24,413029,18228,404,1671
230,230,22,1637683,76343,936,6052
231,231,24,87153,220,43,115
232,232,23,1130469,39886,876,2347
233,233,24,378178,25046,1112,2510
234,234,28,292585,16909,325,1845
235,235,24,41452,485,244,318
236,236,28,2741837,72782,7146,18239
237,237,26,586091,26816,778,2165
238,238,1,2995809,9467,371,1709
239,239,28,712467,33015,863,4018
240,240,10,159643,4389,651,603
241,241,1,1805185,72625,1714,4056
242,242,22,71109,4127,50,299
243,243,10,1091878,49500,538,3886
244,244,22,53673,1208,45,118
245,245,25,396448,1557,292,1368
246,246,10,50518,1237,30,118
247,247,17,11475555,398514,8158,24861
248,248,27,772128,21783,813,2839
249,249,24,310527,23994,373,2224
250,250,25,232505,498,793,642
251,251,2,22004,38,15,6
252,252,26,55614,2433,84,453
253,253,10,111776,4857,68,311
254,254,24,240156,7977,189,798
255,255,22,17777,15,0,6
256,256,10,478747,54551,306,3702
257,257,25,19105,154,20,20
258,258,10,13459,223,2,23
259,259,26,579532,17845,277,1852
260,260,28,65650,403,57,175
261,261,17,829793,6501,386,2582
262,262,26,429138,18017,343,3900
263,263,10,91333,6871,183,705
264,264,1,1461358,35312,1062,6077
265,265,26,22490,1939,15,156
266,266,10,93030,6162,81,564
267,267,1,229037,4137,157,587
268,268,24,3506621,67469,4459,8750
269,269,10,285838,31544,422,3563
270,270,19,35101,172,5,47
271,271,27,205103,10947,471,1206
272,272,2,971177,19477,1157,8125
273,273,24,1180879,47871,1640,4295
274,274,24,564175,33359,489,4152
275,275,15,61085,3797,9,362
276,276,26,213321,12990,138,1403
277,277,10,222206,21395,150,2298
278,278,2,675609,3571,1640,920
279,279,1,947706,25968,741,1139
280,280,22,111295,122,25,74
281,281,22,892442,27575,554,6161
282,282,20,219849,3905,181,1329
283,283,23,310292,4598,155,371
284,284,17,214484,12908,125,937
285,285,26,2511218,90146,1320,7936
286,286,2,116342,569,37,121
287,287,26,496275,25070,236,3634
288,288,26,86268,6084,48,686
289,289,10,81215,3716,228,494
290,290,23,40606,4296,11,605
291,291,25,267179,1071,184,0
292,292,26,376653,21239,220,3538
293,293,1,45843,2548,115,504
294,294,10,25912,1602,22,114
295,295,22,165684,15485,77,1180
296,296,24,12588,1330,4,119
297,297,23,70220,6395,80,388
298,298,10,1247138,68793,1092,4582
299,299,29,51223,0,0,0
300,300,24,59907,152,248,286
301,301,22,158781,10142,60,1003
302,302,23,410406,14671,344,1407
303,303,23,1918194,39488,2017,6311
304,304,25,179786,2642,25,466
305,305,28,19880,112,3,28
306,306,10,304490,10871,171,385
307,307,23,618587,35336,1143,16645
308,308,17,329508,3915,105,697
309,309,26,274315,16268,266,1965
310,310,24,4959620,18534,2723,2450
311,311,22,4830992,107674,2276,11743
312,312,26,150257,10185,137,1107
313,313,10,264911,11034,304,1231
314,314,25,1170059,15377,996,4695
315,315,10,54816,4499,129,640
316,316,25,364857,3521,24218,6501
317,317,24,2817086,18485,723,5728
318,318,25,9396,76,2,13
319,319,25,482681,949,138,598
320,320,28,151736,2153,102,444
321,321,28,24701,119,11,54
322,322,24,372944,15547,646,2081
323,323,27,56016,351,12,20
324,324,28,2711006,29072,2279,7081
325,325,10,19753,112,5,10
326,326,27,348472,18538,115,1070
327,327,24,7198312,26768,3932,147
328,328,27,252323,12482,202,1635
329,329,23,17270,1749,39,213
330,330,10,122462,5058,107,355
331,331,23,1490599,75508,1519,3978
332,332,10,352810,4636,239,331
333,333,1,541705,6617,117,901
334,334,27,5107032,33851,13164,4404
335,335,1,204553,5164,57,447
336,336,27,307749,11202,150,800
337,337,22,2555997,126897,1115,9470
338,338,26,426636,20387,304,2612
339,339,26,1681417,85017,1038,7196
340,340,26,197356,6357,142,357
341,341,1,170608,3442,303,381
342,342,25,28456,849,41,357
343,343,25,91906,270,62,219
344,344,24,168561,20645,81,2100
345,345,25,329907,1158,190,434
346,346,26,1043993,58482,588,3389
347,347,24,1228127,47168,4719,6048
348,348,26,16296,361,32,85
349,349,22,1297769,2727,514,934
350,350,25,1774499,8057,2128,3396
351,351,24,200970,2034,271,199
352,352,28,11811,401,17,50
353,353,26,415382,12329,469,1746
354,354,25,10892,60,1,26
355,355,28,2064406,41329,2694,15667
356,356,25,273256,2408,121,263
357,357,25,50537,251,27,150
358,358,2,667703,3996,722,280
359,359,2,137388,974,76,691
360,360,1,9354,53,2,0
361,361,24,326281,8616,472,680
362,362,22,168512,224,72,182
363,363,23,2333602,4894,940,445
364,364,17,1097,9,0,7
365,365,19,645414,13560,495,1792
366,366,10,103175,6708,68,345
367,367,17,122620,756,49,445
368,368,26,358204,13019,196,521
369,369,19,943682,59232,236,5468
370,370,24,808962,17617,1060,5684
371,371,15,180554,3458,113,459
372,372,2,8075,55,0,6
373,373,10,96468,914,23,159
374,374,17,54261,203,4,30
375,375,10,80647,475,23,106
376,376,27,2953,105,0,21
377,377,24,19468,87,2,14
378,378,26,5292941,187251,17328,19816
379,379,27,231371,7945,47,786
380,380,24,1361619,20383,1020,3113
381,381,24,1849541,135169,5430,23408
382,382,10,1984548,25976,2917,2345
383,383,24,15093,210,3,26
384,384,25,5266,29,0,13
385,385,1,456328,4309,69,264
386,386,22,58026,274,5,105
387,387,28,396083,12221,463,1772
388,388,24,122194,22,12,5
389,389,26,414089,20839,521,6595
390,390,22,110816,3644,110,719
391,391,26,79080,2248,225,395
392,392,22,177155,9287,166,881
393,393,26,1139838,39393,1607,1519
394,394,25,174184,462,86,303
395,395,10,723981,50162,1000,4923
396,396,10,920080,21350,907,909
397,397,22,1749,15,0,9
398,398,17,14682,44,50,0
399,399,10,5127806,149929,8827,4964
400,400,1,496221,7571,521,1215
401,401,23,1824481,135734,1086,16234
402,402,28,544518,11937,1186,2333
403,403,28,1456039,54715,374,4067
404,404,23,1009649,9582,917,2779
405,405,28,1921063,20278,4008,7615
406,406,22,224878,5144,1135,999
407,407,24,1202045,34089,604,1055
408,408,10,6570611,746023,6687,102758
409,409,10,667937,48069,1015,2956
410,410,23,3622082,47583,994,4017
411,411,10,755108,74326,947,10379
412,412,24,921642,22071,1030,9138
413,413,22,755399,8424,767,866
414,414,1,847140,9325,650,1943
415,415,24,134887,549,242,485
416,416,10,2889867,222514,3288,23539
417,417,24,1578630,63141,1198,8810
418,418,23,960930,42549,775,3130
419,419,28,15731493,321403,57528,0
420,420,24,5854127,361422,22023,54671
421,421,28,1262710,42471,2547,8880
422,422,15,1937598,42203,836,7351
423,423,25,146749,400,458,1018
424,424,28,4257519,33617,6882,18323
425,425,10,42993,2010,59,189
426,426,24,329649,13226,337,2726
427,427,24,283060,5432,191,477
428,428,17,168353,7105,210,241
429,429,10,69042,5742,27,337
430,430,10,47369,2137,41,201
431,431,24,198260,1170,1325,1106
432,432,10,118491,2130,96,505
433,433,17,149552,6076,218,521
434,434,26,37460,2789,38,250
435,435,26,239956,15696,228,1915
436,436,10,55165,3312,118,467
437,437,22,7706359,659184,50584,199406
438,438,24,320296,6445,346,1247
439,439,23,677009,3097,755,1405
440,440,23,1276245,17804,912,1662
441,441,27,92947,4578,580,735
442,442,23,2587501,144171,1481,9933
443,443,28,3970421,107888,3861,22556
444,444,24,21421,166,28,92
445,445,23,219193,7936,165,1008
446,446,25,517133,14122,1718,2237
447,447,10,54377,3602,73,660
448,448,25,8418,20,94,59
449,449,24,166176,2921,49,404
450,450,10,172189,980,10,125
451,451,23,1268813,13834,670,1251
452,452,24,83356,608,32,70
453,453,23,186264,7703,544,1421
454,454,26,1360621,85965,1959,14243
455,455,22,195726,19447,34,1449
456,456,24,131335,11843,65,937
457,457,1,71187,390,5,27
458,458,10,64584,6610,52,391
459,459,22,129102,2432,295,1314
460,460,28,545072,25553,585,3016
461,461,1,1879131,43783,737,4341
462,462,24,139837,299,63,210
463,463,24,1704887,31922,1348,5073
464,464,24,625573,42524,653,9323
465,465,17,170124,2614,68,369
466,466,22,22975,22,1,40
467,467,10,2453843,104520,7808,7083
468,468,24,431464,10379,628,1025
469,469,10,30563,192,3,21
470,470,24,52532,1340,5,131
471,471,19,205267,8686,118,1976
472,472,28,868054,24364,976,4644
473,473,17,495762,6520,252,2910
474,474,10,181104,6500,101,375
475,475,10,86623,1924,48,213
476,476,23,944026,40807,672,3650
477,477,10,78103,387,30,29
478,478,22,2782871,203997,1054,16847
479,479,28,3572241,86493,9501,22016
480,480,10,185529,9801,297,1009
481,481,26,686662,35138,321,4762
482,482,24,483683,20265,450,1888
483,483,2,15681,57,0,9
484,484,1,1494086,35533,1135,5328
485,485,28,927303,38322,1099,3667
486,486,26,21083,1115,18,156
487,487,22,1755094,79451,1038,6290
488,488,10,165983,7999,124,759
489,489,23,1271855,43039,986,1955
490,490,10,444082,40292,530,4308
491,491,23,180370,14836,247,3052
492,492,25,25122,205,29,66
493,493,28,1297760,5693,1625,3561
494,494,10,213820,5137,743,766
495,495,26,648273,28646,845,2352
496,496,1,3165464,10556,446,1616
497,497,23,96381,3045,458,419
498,498,10,18335,269,4,62
499,499,1,1985761,78518,1879,3926
500,500,22,75427,1558,63,186
501,501,10,1379413,55269,694,4383
502,502,10,46955,1685,262,648
503,503,20,27429,430,15,363
504,504,10,48562,2268,36,137
505,505,27,896164,23663,911,3139
506,506,10,124487,4471,307,617
507,507,24,342410,25617,387,2360
508,508,17,12208330,411682,8567,21046
509,509,19,41169,178,6,79
510,510,26,43981,7258,37,1537
511,511,24,282915,8924,209,942
512,512,10,654311,65224,392,4188
513,513,24,1004055,46870,817,5114
514,514,2,104166,152,39,36
515,515,26,650931,19203,309,2088
516,516,1,1546536,36722,1111,6460
517,517,15,77810,4298,16,419
518,518,26,490309,19610,386,3079
519,519,1,263630,4451,169,666
520,520,2,1072349,20846,1260,8703
521,521,24,3689337,69240,4547,9039
522,522,24,78220,2053,41,121
523,523,24,1424830,54077,1848,4710
524,524,27,46574,1530,36,251
525,525,25,234972,501,798,684
526,526,26,247504,14354,156,1554
527,527,10,287672,24003,168,2502
528,528,24,12954,0,0,0
529,529,28,32056,1051,27,153
530,530,24,151594,1214,65,239
531,531,22,88235,4752,62,395
532,532,26,95900,6507,67,726
533,533,1,971242,26435,748,1055
534,534,22,999412,29142,616,6399
535,535,22,118315,131,27,72
536,536,26,3012697,103685,1534,7761
537,537,20,240887,4015,196,1307
538,538,26,554486,26842,262,3918
539,539,26,36740,2649,23,206
540,540,24,17577,1654,12,160
541,541,22,188410,546,14,0
542,542,10,69071,148,5,33
543,543,26,64817,2682,92,511
544,544,25,267907,1072,184,0
545,545,10,406343,12581,213,471
546,546,22,186965,16782,81,1249
547,547,26,422306,22594,249,3845
548,548,28,33997,180,10,67
549,549,10,1465819,75284,1188,4244
550,550,10,32489,3979,12,258
551,551,23,76023,6729,84,441
552,552,29,56311,0,0,0
553,553,25,298016,5118,46,754
554,554,23,1968008,40143,2033,4709
555,555,1,49254,2668,117,547
556,556,22,169585,10610,63,1109
557,557,2,132165,638,48,140
558,558,2,682207,3589,1652,954
559,559,23,686381,36812,1322,15557
560,560,26,294571,17028,285,1634
561,561,24,5287771,19798,2919,2275
562,562,17,335308,3947,105,661
563,563,23,18744,1830,46,264
564,564,10,301893,12305,332,1094
565,565,22,5027180,110390,2363,12177
566,566,23,51785,4965,13,679
567,567,26,156899,10461,143,1203
568,568,25,1178955,15427,1003,4730
569,569,24,3101709,19954,773,6239
570,570,24,65718,159,258,278
571,571,28,154746,2186,102,467
572,572,25,368018,3531,24306,6466
573,573,10,61933,4848,137,699
574,574,17,4906976,2473,1582,36
575,575,1,216713,5329,60,471
576,576,24,389363,16146,648,1686
577,577,25,489523,954,139,602
578,578,28,34255,149,11,85
579,579,27,361683,19006,122,1128
580,580,27,282594,13479,235,1461
581,581,10,518533,5847,290,413
582,582,1,574541,6854,129,982
583,583,23,1516624,76278,1541,3989
584,584,10,143859,5489,126,361
585,585,28,2813499,29658,2316,7275
586,586,22,2751415,131470,1174,9680
587,587,22,5952,209,14,29
588,588,24,109331,2870,101,537
589,589,27,5502137,35892,13695,4523
590,590,28,2223,261,0,31
591,591,26,437796,20699,312,2277
592,592,10,201901,10034,148,591
593,593,20,119730,5533,73,693
594,594,17,140494,391,7,27
595,595,25,28768,850,41,274
596,596,26,208370,6608,151,393
597,597,10,10851,1023,8,111
598,598,27,59706,365,12,45
599,599,26,1738837,86547,1065,7331
600,600,25,585176,3334,1342,6369
601,601,10,4085560,198696,11446,21514
602,602,23,290939,6341,1613,1053
603,603,24,436361,7828,854,1188
604,604,25,616112,1207,436,1551
605,605,24,2167963,49804,4472,15358
606,606,28,1302666,22810,3615,5460
607,607,23,408822,3964,1156,1227
608,608,1,1040038,12692,978,2083
609,609,24,209816,2672,204,256
610,610,23,3542861,323439,5411,21570
611,611,24,713391,3204,143,582
612,612,10,374344,42116,229,6046
613,613,22,122900,8278,278,1987
614,614,24,238746,9567,169,991
615,615,25,347928,16829,527,2111
616,616,26,208156,12671,173,1688
617,617,23,2333182,155627,1463,18215
618,618,23,1681290,79888,810,20228
619,619,22,2473453,115156,1149,8206
620,620,22,251986,11494,163,1768
621,621,23,346500,9275,1606,1653
622,622,24,2137663,50615,1001,1655
623,623,28,2206069,66696,557,5332
624,624,10,171110,14306,111,1028
625,625,22,514723,18926,1044,2429
626,626,22,322790,6531,1718,1406
627,627,24,308063,950,547,947
628,628,25,64374,359,139,910
629,629,10,1173691,64045,1667,3646
630,630,10,132079,3440,142,244
631,631,26,656980,22667,419,3212
632,632,28,2138396,22501,4440,6835
633,633,10,1429515,232107,626,26197
634,634,23,1170082,35833,469,4710
635,635,26,693376,58213,729,8910
636,636,22,87663,9897,81,676
637,637,10,11494007,956288,10369,125246
638,638,1,1133919,41128,269,1966
639,639,28,91673,3258,55,349
640,640,10,1314571,96802,1556,9813
641,641,26,564319,23238,447,2126
642,642,22,1538991,33124,1071,5084
643,643,10,222677,15266,314,1019
644,644,26,745209,53345,378,3828
645,645,28,566224,31738,583,4296
646,646,22,454734,49951,168,3935
647,647,26,323077,13862,520,2221
648,648,28,45382,1268,7,146
649,649,17,254289,8443,366,309
650,650,25,15616,26,129,92
651,651,26,1257169,75023,882,11988
652,652,10,39638,246,2,25
653,653,25,35272,299,43,366
654,654,23,4789657,59921,1247,3796
655,655,10,79717,2793,96,298
656,656,24,296325,14903,555,1540
657,657,22,362844,30831,140,5376
658,658,24,293148,1315,1597,1094
659,659,1,999381,11123,784,2211
660,660,22,840615,9275,820,850
661,661,27,138512,5910,778,930
662,662,10,3735099,247833,3871,24307
663,663,25,162699,471,511,1287
664,664,24,1943149,71749,1593,9973
665,665,26,86655,3896,96,511
666,666,24,130074,4776,73,374
667,667,10,140404,9708,45,440
668,668,24,33686,200,33,133
669,669,10,97595,4829,200,648
670,670,23,1155840,48018,916,2990
671,671,10,142282,9672,111,509
672,672,24,384135,7137,240,645
673,673,10,12924,944,7,77
674,674,28,18082737,359392,64933,0
675,675,10,68044,11632,30,634
676,676,26,591039,26543,585,3046
677,677,1,112174,499,5,41
678,678,10,88087,4447,96,800
679,679,10,141997,2399,111,568
680,680,26,113565,7870,37,569
681,681,15,2162054,45015,917,7757
682,682,24,5997736,366401,22885,39626
683,683,24,99739,683,35,78
684,684,28,4489199,34622,7120,12812
685,685,24,395376,7594,428,1053
686,686,22,142583,2577,334,1398
687,687,10,47399,245,4,30
688,688,2,107072,335,6,34
689,689,24,63124,1481,6,148
690,690,2,14327,500,3,43
691,691,22,630887,8478,164,587
692,692,24,152008,316,63,272
693,693,17,172466,6592,234,590
694,694,23,257919,8634,179,1079
695,695,27,79920,5028,72,630
696,696,22,187405,2912,98,417
697,697,24,219423,3294,56,495
698,698,23,2846092,152496,1645,8941
699,699,26,50981,3376,42,330
700,700,22,8002631,672775,52253,128771
701,701,23,707295,3286,808,1274
702,702,24,200657,15624,96,1260
703,703,24,446140,10480,638,1090
704,704,26,27935,1361,22,206
705,705,26,1463155,90329,2104,14662
706,706,10,69693,1987,328,757
707,707,28,703033,30469,762,3693
708,708,10,146782,637,52,65
709,709,24,2036524,36292,1486,4335
710,710,10,3058570,116464,8998,7885
711,711,10,225692,7364,128,467
712,712,17,190020,2761,82,415
713,713,1,2047674,45956,823,3534
714,714,10,105494,2272,52,303
715,715,24,650478,43748,678,9616
716,716,10,507320,42844,553,4567
717,717,26,59733,3195,15,228
718,718,10,82625,15128,64,2344
719,719,19,232764,9435,138,2092
720,720,10,179986,1016,13,141
721,721,28,916980,25042,1009,4799
722,722,2,146236,188,50,95
723,723,23,197056,15810,265,3230
724,724,17,529834,6842,266,3055
725,725,23,1119164,44538,736,3150
726,726,10,213446,8965,146,829
727,727,26,287267,17652,277,2029
728,728,26,762446,37871,340,3578
729,729,28,4047407,93363,10688,19783
730,730,22,2970992,212293,1089,17391
731,731,24,519986,21285,485,1597
732,732,10,286237,14805,159,1294
733,733,1,1584633,36839,1191,4421
734,734,22,1825387,81519,1065,4470
735,735,28,1072359,41380,1225,3903
736,736,23,1355374,44935,1047,2096
737,737,28,1423205,6017,1724,2817
738,738,10,255271,5630,797,653
739,739,10,248158,11312,378,1169
740,740,26,51357,7892,44,1633
741,741,22,24817,22,1,101
742,742,22,217417,20907,35,1584
743,743,24,16405,0,0,0
744,744,1,3306664,11439,488,1748
745,745,2,123746,1238,99,91
746,746,17,12912064,422911,8965,21513
747,747,26,679543,29584,872,2118
748,748,10,152026,4878,350,695
749,749,10,68332,2777,41,193
750,750,10,1553895,58282,788,4556
751,751,1,2120100,82510,1997,4192
752,752,10,804340,73825,461,4530
753,753,24,35011,1262,62,421
754,754,10,66685,5936,21,311
755,755,22,83119,1695,66,235
756,756,24,365116,26710,392,2476
757,757,27,961827,24567,961,2753
758,758,26,100016,6696,78,679
759,759,19,67156,182,7,94
760,760,24,1496784,61212,1247,6124
761,761,24,305803,9581,216,995
762,762,24,105350,2208,48,125
763,763,23,100118,3156,466,429
764,764,25,26481,215,29,81
765,765,28,205498,12930,209,2479
766,766,20,30846,453,17,435
767,767,28,59135,1604,36,183
768,768,25,403747,1586,298,767
769,769,1,292661,4704,187,632
770,770,10,103179,169,5,81
771,771,15,95741,4749,20,487
772,772,1,1596548,37556,1144,6731
773,773,22,94842,5011,69,438
774,774,26,536693,20794,419,3367
775,775,10,43252,7930,20,826
776,776,10,20931,302,4,79
777,777,10,18089,1157,13,124
778,778,26,265660,14984,164,1378
779,779,27,52941,1719,38,319
780,780,2,1136677,21584,1318,8985
781,781,24,209132,1608,83,250
782,782,24,1667035,58956,1989,5079
783,783,10,355558,26495,181,2266
784,784,24,3794392,70200,4587,9142
785,785,25,235474,501,799,724
786,786,20,250559,4073,200,1361
787,787,22,1085106,30373,660,5581
788,788,1,986576,26725,759,1124
789,789,28,48585,235,14,116
790,790,26,3304860,111619,1664,8363
791,791,10,26054,1607,44,145
792,792,22,232082,632,22,0
793,793,1,556461,27542,295,2967
794,794,26,593522,27950,283,3416
795,795,26,70553,2846,96,554
796,796,22,123000,132,27,96
797,797,25,18614,146,10,17
798,798,26,40511,2814,26,259
799,799,17,1243,4,1,0
800,800,22,2557131,105292,4152,21600
801,801,22,5189928,249525,188836,101387
802,802,23,888666,13331,4298,2607
803,803,10,10944706,333571,22694,31875
804,804,24,1367572,69585,869,11670
805,805,25,958557,4449,1946,8408
806,806,1,124361,3239,206,393
807,807,28,428150,14225,606,2341
808,808,24,794350,36062,694,4684
809,809,22,184418,11561,475,1415
810,810,24,866712,13740,1420,2204
811,811,24,883661,8850,833,1123
812,812,23,2301798,111571,2980,6153
813,813,22,1913379,129744,4313,15172
814,814,1,697423,3303,351,0
815,815,24,3308652,61918,6168,19388
816,816,17,22200,258,20,66
817,817,26,142517,9381,134,1429
818,818,26,430772,20614,230,3756
819,819,17,494594,1757,222,1573
820,820,25,923246,2159,843,2324
821,821,10,630274,33856,457,2187
822,822,26,1715898,96479,1271,8973
823,823,23,300654,5195,592,942
824,824,23,722288,6019,2162,1957
825,825,26,78909,3690,151,667
826,826,28,1611838,26492,4288,6514
