group_code,owner_uin,group_name,gunm,activity,cityid,uin_privilege,label,memo,flag_ext,glogo,join_auth
704782687,1493848199,交流3,240,0,10324,-1,文件多||男生多||兴趣爱好||74.7km,请大家文明聊天和交流，杜绝广告，不能在群里吵架，相互谩骂。注意自己的素质，不然送机票。让我们一起维护共建绿色聊天环境！谢谢.请大家文明聊天和交流，杜绝广告，不能在群里吵架，相互谩骂。注意自己的素质，不然送机票。让我们一起维护共建绿色聊天环境！谢谢.请大家文明聊天和交流，杜绝广告，不能在群里吵架，相互谩骂。注意自己的素质，不然送机票。让我们一起维护共建绿色聊天环境！谢谢.,1084309568,http://p.qlogo.cn/gh/704782687/704782687/140,XtiqS3bUcchcpklTGNgdEVcz9l7pG4ZhkL4jcxCQ14ZEV8zzkaHfaCpLAXhcq6mj
521936089,3249544641,M๑°3°๑dream,91,0,10324,-1,管理员活跃||女生多||兴趣爱好||89.5km,,2424896,http://p.qlogo.cn/gh/521936089/521936089/140,rY06wf5XGr03NnA+q69wJDusnp40D55lPK3chTk2DETIcLmQEq/uJ+GPxLwfdoPE
465370947,3476556707,淄博宝马3系车友会,101,0,10324,-1,女生多||品牌产品||付费||75.5km,淄博宝马3系车友会交流群，不定期抽取加油卡大礼包，为了维护车主权益打造高端大气上档次车友交流群，享受更优质的服务！尊贵体验！,1084293184,http://p.qlogo.cn/gh/465370947/465370947/140,I/RSugVm6snLejl/LM0H8l5R7fhR7Izw8DTEN1BXqx7hpBsEAgEwLmSsi4pUCV//
339505764,2778250268,驻马店宝马3系车友会,101,0,10324,-1,女生多||品牌产品||75.5km,驻马店宝马3系车友会交流群，为了维护车主权益打造高端大气上档次车友交流群，正确的选择，享受更优质的服务！尊贵体验！,1084293184,http://p.qlogo.cn/gh/339505764/339505764/140,uC/Dh3/7vKON9ERILxVdcg8H5QtVrjKeB4VcvPds9qTMj9irBzhvF+A8fPLOxJ05
692611825,3250063889,济源排列3预测交流,190,0,10324,-1,管理员活跃||品牌产品||73.3km,排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流排列3预测交流,1075904576,http://p.qlogo.cn/gh/692611825/692611825/140,19olnO48x7ng/8e4RD7jjHGJWGPYVhDhU3p5/8HhqcOPo2Mj+pS/W+VBz7b1tBoD
328331549,2778712859,驻马店宝马3系车友会,101,0,10324,-1,女生多||品牌产品||75.5km,驻马店宝马3系车友会交流群，为了维护车主权益打造高端大气上档次车友交流群，正确的选择，享受更优质的服务！尊贵体验！,1084293184,http://p.qlogo.cn/gh/328331549/328331549/140,a/XSgirzZEioCbatd21IKqLepRlaynTh5a+FdFiNd9U7AAx+yjORUdkaGSiRX+Ax
439959675,565743685,新蔡～驻马店拼车群3,931,8,10324,-1,文件多||管理员活跃||男生多||76.1km,快乐拼车，安全到达。是一个自由组合自愿参加的活动，就是方便快捷，本群都是文明人，要说文明话哦，谢谢您的参与,1075904576,http://p.qlogo.cn/gh/439959675/439959675/140,62X4nOv4C1fRh8VGoSNOOvEa8+iafR7dKBffoshPQd0n9uqx4mUUcS7pS6SmCT7x
452734521,2253963694,本地同城交友3,179,0,10324,-1,男生多||生活休闲||107.2km,本群是一个交友群，男女各一半，欢迎大家的加入,1075904576,http://p.qlogo.cn/gh/452734521/452734521/140,lB659AFuTAJFOjz3PDvJZqfA3Pdv3+ypm81KY2ZQgL3c0Nqgcd4Z7sD+C0774DHq
701500148,2041165899,体彩排列3交流,190,0,10324,-1,女生多||品牌产品||75.4km,体彩排列3交流体彩排列3交流体彩排列3交流体彩排列3交流体彩排列3交流体彩排列3交流体彩排列3交流,2162752,http://p.qlogo.cn/gh/701500148/701500148/140,sqaRN+uOcixk3pG3sw1TyYwR2v5/9Xr8/pkhINzxWXbrsIrLNMipvRLLHnTCMq/9
456629263,2940536674,驻马店宝马3系车友会,100,0,10324,-1,女生多||品牌产品||75.5km,驻马店宝马3系车友会交流群，不定期抽取加油卡大礼包，为了维护车主权益打造高端大气上档次车友交流群，享受更优质的服务！尊贵体验！,1084293184,http://p.qlogo.cn/gh/456629263/456629263/140,suODuCNOvjZQhIol6DPw32dr/ZL3/MGEOMBH/BIheOrDpQXLRpHrqr92ZeX6Syv1
383899432,2536010443,3·111111，，，1,71,0,10324,-1,文件多||相册多||管理员活跃||132.2km,有了新信息，一定要告知………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………文明人，妹的不能说脏话,1084293184,http://p.qlogo.cn/gh/383899432/383899432/140,x87nlJFBOKmEOMCpsEK20x94VjUCpBMMnjpCcQRMNPzwELnviLZwoUcb4bT5VFn7
261287374,524630143,˙|_.終極（3）班﹎,74,0,10324,-1,文件多||管理员活跃||女生多||74.3km,没有做不到的，只有不想做的。,64,http://p.qlogo.cn/gh/261287374/261287374/140,giOcK0rDXw1xIEWcRxXsFQkGv8BAhmc5m4kkCN1I/tYHHqEPGqQiWOqhpr8ZIYZg
750246983,1060811291,无极3,151,0,10324,-1,男生多||游戏||74.2km,,2162752,http://p.qlogo.cn/gh/750246983/750246983/140,XfYdjBJFwZFb1kW2v6t1C2qLRzZI891HuBIRISFdx7OXrDVlziuiA6LIom3jX+kc
251253470,2392907531,小米手机交流3,95,2,10324,-1,文件多||相册多||管理员活跃||付费||96.8km,本群是，关于手机的讨论交流和教程，希望大家一起营造群里和谐守法的氛围，大家一起愉快的玩耍！不定时更新群文件有用模块！,1075904576,http://p.qlogo.cn/gh/251253470/251253470/140,FuD+e9UN+XUgM7sFWiDKLYcFWd3npeZ03ArWYsFXIBJtwwgqmyWb82chkTadh/Zk
597403297,2261201765,造梦西游3花祁交流群,1468,10,,-1,文件多||管理员活跃||男生多||兴趣爱好,欢迎进入本群讨论，在这个群里要好好共处，要和谐。不能闹事，也不要做伸手党。自己动手，丰衣足食。,2425152,http://p.qlogo.cn/gh/597403297/597403297/140,mjELKQxG0sOYsgm9V2CTued99wUjyC67jLFPvNxhH+urK7SAbcIh4VytZ2nn1uCS
1011291948,3213298059,奥特曼格斗进化3下载,414,10,10120,-1,文件多||管理员活跃||男生多||722.7km,大家进来了就是一家人，这里有游戏，这群大家随便皮，先进给管理员。,1075904704,http://p.qlogo.cn/gh/1011291948/1011291948/140,b7t/oIwXq22Agwsuot8uqXu6UgOpLOntzSqm1gQ0DCvX4uTFD4gRIUlQZVF7mkhl
533587911,1903540731,魔兽争霸3,2932,10,10232,-1,文件多||管理员活跃||男生多||付费||723.5km,欢迎各位小伙伴加入本群，魔兽争霸3这款游戏陪伴了我们许多年，回忆过去，本着对魔兽的热爱，我们失去了很多！,11338176,http://p.qlogo.cn/gh/533587911/533587911/140,p1DXrWjbMugG7J9pwJBWzJoH0TituMkrQGgnQMGSe4KMH1hPctfPnHQSv1+QVN2y
592252103,37123121,广告宣传群3,290,10,10431,-1,文件多||管理员活跃||男生多||1465km,,2187328,http://p.qlogo.cn/gh/592252103/592252103/140,OflWyM2We9yWqJTraq23KaToXiobfcDTX9mvDOhScZtVewwv1wfaeR6/+43k2Gxh
1009629392,1957483481,惠流粉丝群（3）,243,9,,-1,相册多||管理员活跃||男生多||粉丝,,1075904576,http://p.qlogo.cn/gh/1009629392/1009629392/140,2/dck2MU3TlZo05RzKhoyy8bW+cKcA8LySrLr/w591p6ORMINjE7Bak5sVviu/tU
215484680,381290049,7080离异.大龄单身征婚3,804,10,10402,-1,管理员活跃||男生多||1152.4km,本群主题是单身征婚交友，是开放和免费的群聊平台，主要面向70.80年代的大龄未婚和离异的人士。声明:群聊时请遵守群规，文明聊天、真诚交友；非单身状态的不得入群，非诚勿扰，谢谢配合。,11092288,http://p.qlogo.cn/gh/215484680/215484680/140,eOEVVGKD9pvCVsYRauBxTqclSEAd1JGu+r6Uu3byFeO1aVXlUwdUlReaFPirwiZ1
312663265,2921371697,暗影格斗3联盟,1781,10,10272,-1,文件多||相册多||管理员活跃||927.9km,这里是哔哩哔哩—暗3交流群。热爱暗影格斗的小伙伴们，可以在这里相互讨论攻略，欢迎大家踊跃加入。群公告里有游戏的各种新消息总汇与帮助，建议看看。,10813632,http://p.qlogo.cn/gh/312663265/312663265/140,lyDmzLhKZAa7eLVuOXE9IC5IGfPB2jT3OROfDyySJlC7fiR4re2oDzYJT+/G2je/
687140530,1604383264,果酱-崩坏3交流群,2398,10,10120,-1,文件多||管理员活跃||男生多||792.4km,,2425056,http://p.qlogo.cn/gh/687140530/687140530/140,VTZWNoB7eaptNpPbfqMyD/ZalCUqFUOfd4HeYdR4gVNNkDNpBqq+uCd493LOAMVk
960977898,3391678504,唐人街探案3,1925,10,10233,-1,管理员活跃||男生多||品牌产品||693.1km,唐人街探案3-本群抢先发布最新的一手影视资源，欢迎大家加入本群一起看剧，交流讨论,10575936,http://p.qlogo.cn/gh/960977898/960977898/140,ABcmretCBgKI1cm2Wk4m83urZj4XMK9/bVZR9l9EZVXzUtLg4SBVEgbIDk67hVg1
655086884,278700055,暗黑破坏神3 S20赛季,396,10,,-1,文件多||管理员活跃||男生多||游戏,开黑YY：21775160,1075904576,http://p.qlogo.cn/gh/655086884/655086884/140,TM+U2mIhegHExbTts4K5Y+fwjQO1753nxiZ9bY1LjrV3wZgiNv+FRgg6oPNuiBc3
1002862091,423778573,抖音锤神水友群【3】,450,10,,-1,文件多||管理员活跃||男生多||游戏,,2162752,http://p.qlogo.cn/gh/1002862091/1002862091/140,vpyTrCQ9+RYbk1no5tb15ewf0FZUqb40PSi7od333+14H0zwsoYXJBCuekEdVBlY
590470303,1918233312,忍者必须死3,499,10,,-1,文件多||管理员活跃||男生多||游戏,,1076166848,http://p.qlogo.cn/gh/590470303/590470303/140,0+GkoiuZTv8ParvwswciRihKz8apOslzyo4Kb9Gej4U5Eil+uElP82ab7F4LjP01
925131610,1070892497,生死狙击--萌新交流群3,439,10,,-1,文件多||管理员活跃||男生多||游戏,生死狙击萌新交流群,2162880,http://p.qlogo.cn/gh/925131610/925131610/140,cY3rydhmE4QEGMR8Cr+AF6NMyOMqDa22tm66PJH+g8F3hHokChDHuyu6dlQFQY6h
769944600,3003104707,放开那三国3交流群,1961,10,10311,-1,管理员活跃||男生多||游戏||271.7km,,2187328,http://p.qlogo.cn/gh/769944600/769944600/140,iy0OEcTjMOjtIj1H+Qps2a8Mgk6YuiWAuacCwSca9VNliVumpw2z7CO57f0fRgZ9
675694255,3282439438,龙珠z电光火石3,694,10,10240,-1,文件多||相册多||管理员活跃||付费||901.7km,想玩游戏和聊天的人进来我一百个欢迎，打广告的百分百的踢（给一次警告！）,10813888,http://p.qlogo.cn/gh/675694255/675694255/140,PQ/nk8whtamDUdh1nDVisP1zdfpPs3Bc7u21oRFTItMndcq0pm9a/kwP7mdsEvUi
745629492,290267563,2020款宝马3系交流群,455,10,10402,-1,文件多||相册多||管理员活跃||1141.3km,本群为2020款宝马3系交流群，提供给大家一个交流平台，方便大家了解最新资讯、价格，交流3系的性能、配置、使用心得、改装等等.,10551616,http://p.qlogo.cn/gh/745629492/745629492/140,G+5wrYmBQ+7+XWeVlrXBego8ZiyNxt7f42XUk65rN7WfQKScRfzy4ebC+TCMViQ0
1031699897,402899987,唐人街探案3侦探笔记2,913,10,,-1,文件多||管理员活跃||男生多||游戏,侦探笔记，再度来袭，你能获得第几名？ª,2162784,http://p.qlogo.cn/gh/1031699897/1031699897/140,zCMNpg7rzNHlrj6ZjczH7weyQ50w2ACSs0aRbL7sQltUlBem7rIadRo/96C74Vj3
860059159,653390398,Axure产品原型-综合群3,1036,10,,-1,文件多||管理员活跃||男生多||行业交流,专注于Auxre技术交流,1075904960,http://p.qlogo.cn/gh/860059159/860059159/140,mQoI9mbMZma9GLQ0d9UuwmrFiFczT/T6MALHr61TMOKO2CPrzqxKTZ7SLpMatmm/
450561709,176661885,长沙宝马3系,939,10,10375,-1,文件多||管理员活跃||男生多||542.7km,长沙宝马3系,2187488,http://p.qlogo.cn/gh/450561709/450561709/140,e0UOdWkhCSzmjg00zSITadN7hY7sA9JAFz2233phTxzfBHvjtQkERAytjOFXWBvw
982783991,2139997351,音乐交流3⃣️群🎶,529,10,10452,-1,文件多||管理员活跃||男生多||896.7km,本群是歌曲文件分享群（四十多首歌和五十多首无版权音乐）你们要找的80000和《我们》王乐乐和杨清柠的原创都在这（群内提供永久找歌服务）可互相交流🤟🤟群主不管群，需要找歌私群主，看见会回复，注意群公告，谢谢配合！,2162880,http://p.qlogo.cn/gh/982783991/982783991/140,scm8syvapVM4AbK0qYzIKDe0X2qS4263YCT/e8r+z/uKq7otJeyVufZ8/TO61WA6
784249787,1528658784,橙光游戏3,782,10,,-1,文件多||相册多||管理员活跃||女生多,祝你玩得开心,2425024,http://p.qlogo.cn/gh/784249787/784249787/140,XvDxSTTX/B0vNrsawRX9vRyYYLgHt/HgDe8gKPZ+p6F4BxPjBTOd7yj+Te+ONtEn
286816634,3064584970,Pofi人偶用户意见反馈3,1982,10,,-1,相册多||管理员活跃||男生多||行业交流,,2179424,http://p.qlogo.cn/gh/286816634/286816634/140,aXecYmk5sdTjxjOVjLLsKTP0VYooN3KoKMSgZM3uMEHYtMNTWCBK3N+yc5bYa/D/
19192895,57651915,植物大战僵尸3游戏群,288,10,,-1,文件多||相册多||管理员活跃||男生多,本群为植物大战僵尸三的交流群，本群禁止刷屏，刷屏一次两小时，两次飞机票加举报（刷图也一样），不许发违法的东西（黄赌毒），也不许发广告，否则直接踢加举报，骂人一次一小时，两次两小时，三次飞机票，斗图的话不要太过就行。群里的人都很友善,8454336,http://p.qlogo.cn/gh/19192895/19192895/140,6+7ZJSHeNmzzwum49+Rws3pBbaJIuCuhHivUIeaBLdUKXDkO04xU2bFKwIWrPKUe
785979497,2785841467,奥特曼格斗进化3,264,10,,-1,文件多||管理员活跃||男生多,本群是由奥特曼，王者荣耀，和平精英，假面骑士群主之后会继续努力,2162880,http://p.qlogo.cn/gh/785979497/785979497/140,IFBWleYaUc697YzCw19f0qgGpbScPqSLiZTt8TKWvQQsA4BEWGVpEfVFNWU0Klnc
877313195,1509755006,MC小正解说粉丝群（3）,628,10,,-1,文件多||管理员活跃||男生多||粉丝,,2425024,http://p.qlogo.cn/gh/877313195/877313195/140,CtsqW+lsf85OJqYQadA03Q7phltpYUS5pXNlvRhguB2MBXxQh1F8/L5fWXWBdJFk
624988192,2734272,公卫信息系统交流群3,1904,10,,-1,管理员活跃||男生多||行业交流,,2163136,http://p.qlogo.cn/gh/624988192/624988192/140,Plh0sMboNhqqg3CCYjB1iusWNM/ylBpmAlAgRs5AvqfjVBC7A4Z0fLj5GXfN4py8
276623825,961589392,时光美物小可爱粉丝3,168,10,,-1,管理员活跃||女生多||粉丝,,1075904576,http://p.qlogo.cn/gh/276623825/276623825/140,0F4I0WaOkGKs0qvdfafojfXi2J+ZWznmW5lKPbTzL+UCTigcXBFZvz3GhJFnYjJt
656519745,1911620337,柯北基地3,159,10,,-1,管理员活跃||男生多,,1075904576,http://p.qlogo.cn/gh/656519745/656519745/140,jVhieXznhMzuhrsHb7SpOCJJWmltEitRoxjVojlLq+Bkx02c21nC7Clao3nJrRHk
115194657,106200075,政府采购新系统交流3,1137,10,,-1,文件多||管理员活跃||男生多||行业交流,,2162752,http://p.qlogo.cn/gh/115194657/115194657/140,3LilUkByNJTX6jh6rfLjrXhYwmZzOpUSawVkoYbEzaJxSmWkzR/IjoyXjjB2ZDly
524153890,1021050143,全局负一屏交流群3,332,10,,-1,文件多||管理员活跃||男生多||行业交流,,2162880,http://p.qlogo.cn/gh/524153890/524153890/140,Ti9ileL3XHpahKdupbDKzFYsZ9/Uc0PQA4ER7AT8ZfzRHkEjzfYc+Quv03VJA8w/
663941575,985965619,崩坏3攻略组「GHOST」,1140,10,10402,-1,管理员活跃||男生多||游戏||1150.7km,崩坏3第一攻略组，群内有大佬提供各种攻略和玩法推荐，欢迎萌新大佬的加入。进群请恪守群规，爱生活爱腾讯，奥利给！,2162912,http://p.qlogo.cn/gh/663941575/663941575/140,cmQVOKbpE5ixzjEuPwWOqcA1WKLa2uSZnlwGLmZ7JvmmrVzQ7leLp4e024A0dPCJ
208926423,1029792117,忍3悬赏群,196,10,,-1,管理员活跃||男生多,,2425024,http://p.qlogo.cn/gh/208926423/208926423/140,ReJZqa/jqrKuih6sgyn4mYG87mSoBWuZ6FDcJqIGAyhPrj0HT5d+iIW0JFpEkMJA
1067345451,100727600,黑鲨3Pro/3交流群,1959,10,10402,-1,文件多||相册多||管理员活跃||1145.5km,欢迎来到黑鲨3Ppro和黑鲨3手机交流群，进群请看群公告，为了给小伙伴们营造一个良好的群,10551488,http://p.qlogo.cn/gh/1067345451/1067345451/140,MhQpW+x6yZITsIa9ufl1ADHPAwgEJhDoyHopeA4ZTdnH2B1CTOP3cA6nlSudOZxS
441219048,2846648799,广西灵魂歌手交流群3,473,10,10414,-1,管理员活跃||男生多||粉丝||1222.8km,欢迎走进广西灵魂歌手交流群难道群里面你的普通话可以变成很好听欢迎你们的到来走进了灵魂歌手这里只有你做得到没有你想不到的东西会在这里出现,2162752,http://p.qlogo.cn/gh/441219048/441219048/140,7i3VWGI2ksEgK8uPg9np3drx0oq7ZrzBeSo4ARGuE9S/PrwK0Qg1mGhBa+wkXHM0
763780943,2284671775,崩坏3交流群,288,10,10391,-1,文件多||相册多||管理员活跃||1095.4km,,2425024,http://p.qlogo.cn/gh/763780943/763780943/140,GvLdX2MqHErZZoPTCx+yRAxCFROXB/c4ECoMO+YyzwXCs6W1OniYCeaFKpcvZ8lr
994701703,272794846,四川专升本考试交流3,596,10,,-1,文件多||管理员活跃||男生多||学习考试,sczsb,2162752,http://p.qlogo.cn/gh/994701703/994701703/140,oVT6UnCWSUxHC0QmKXuDgKJ7liN37cL00dbB0c1ByYBlMKAsUL5JEFbcd0Hl79zd
1044820466,7734135,未来制服馆官方3⃣️,1563,10,,-1,相册多||管理员活跃||女生多,,2162752,http://p.qlogo.cn/gh/1044820466/1044820466/140,xCYUIqBXT1oEna2bE6yf3he0qdpGAWbCeuIYk/wjKRu3vVVL9l/tLd+hyP5vbAgL
1036924336,3141626735,🌸牧童小窝(3),193,10,10307,-1,管理员活跃||男生多||粉丝||204.9km,本群是牧童家的宝宝群，大家欢迎来加入。牧童牧童牧童牧童牧童牧童牧童牧童牧童牧童牧童牧童,1075904576,http://p.qlogo.cn/gh/1036924336/1036924336/140,il8xWKfmWsuqPrMuUvaUHENzrIpU4yeOWAnC/Vt88AfdUh2ehh2ZDtgZhNTUA09P
712370612,1757449243,奥特曼格斗进化3游戏,237,10,,-1,文件多||管理员活跃||男生多||游戏,王者荣耀7h+的小队QQ群，欢迎加入,2149646528,http://p.qlogo.cn/gh/712370612/712370612/140,54gZDzfjKReYpJ6lMADv5kYWSlbPAaOj/o3BZs9dj2Hq8M9/yaBCTUHRZD/YXtag
717529856,57067086,巫师3狂猎,665,10,10406,-1,文件多||相册多||管理员活跃||1095.2km,请理性发言~,2179136,http://p.qlogo.cn/gh/717529856/717529856/140,06UuvY4ibitFbH2TEsscfs/NWASz0CaFXW65IzXJXzVJF0zlEIMqg22v7y8+Wt5E
815888371,8705557,放开那三国3官方交流,124,9,10385,-1,管理员活跃||女生多||游戏,放开那三国3官方交流群放开那三国3官方交流群放开那三国3官方交流群放开那三国3官方交流群,2162784,http://p.qlogo.cn/gh/815888371/815888371/140,XMO4NHbUeHskD1P1Z5psr1ND07mugI8brTrSI/Q2Kncf3rH+N5VhqoLuoGVnmWHR
915422317,347098720,无主之地3魔改交流群,159,10,,-1,文件多||相册多||管理员活跃||男生多,,2179264,http://p.qlogo.cn/gh/915422317/915422317/140,0ugwy4lbUZX2G03iNQQXO92h6IIG/6DxnZ1QVfDCyaTy7zu6xa5Doko2HRo43mjV
835507923,356609273,亚马逊跨境电商交流3,1979,10,10281,-1,文件多||管理员活跃||男生多||918.5km,Amazon亚马逊卖家交流群&nbsp;欢迎各位开店同行交流,2179136,http://p.qlogo.cn/gh/835507923/835507923/140,hAFGIozc0390kI6aym1f2ElNIrXsnJw7N8deKgBKEVAyLDVnw1CPRS/UNiKJBcl5
425397217,1069748746,巫师3狂猎,445,10,,-1,文件多||相册多||管理员活跃||男生多,微攻略，代码，mod，你想要的这里都有。,2179264,http://p.qlogo.cn/gh/425397217/425397217/140,HgqbbBu6h48gwcbYKPFcXCOG5TQVnVE/yQQF8VCAMlUAFYTbQqxXfCG3YQRGcEo2
949078031,3495270264,小升初资料交流分享3,153,10,,-1,文件多||相册多||管理员活跃||女生多,,1075904576,http://p.qlogo.cn/gh/949078031/949078031/140,EPrWfiTx9Qkz/zHQms4jzZXQmvV90aI67uIwBuj0iODHN5989gnaeNWqAOYXlWe9
677588826,366691626,作业帮-初英VIP问答3,128,10,,-1,文件多||管理员活跃||办公,,2162912,http://p.qlogo.cn/gh/677588826/677588826/140,xoSQ4D+028ncEAJS+mpgj2ZY9orZONROyWlmoGiorSdM+y15u+FcMafPI73OJX58
722707160,291065661,ROG玩家国度技术交流3,2878,10,,-1,文件多||相册多||管理员活跃||男生多||付费,,2162880,http://p.qlogo.cn/gh/722707160/722707160/140,bObrJEnLHjp2+Xp93OesXqjhti35bQxy+wJ2EKzxv/htmnnuxlaw1l8wUuHUmfLW
138997876,132291,暗黑3组队、技术交流,1707,10,10164,-1,文件多||相册多||管理员活跃||891.1km,暗黑破坏神III游戏爱好者组队及技术交流之地！禁黄！赌！毒！禁发暴力恐怖恶心！！！严禁一切广告！大家相聚在一起都是缘分，希望大家文明发言，共同交流！,11026880,http://p.qlogo.cn/gh/138997876/138997876/140,8fD0L8Qqcrt0BNR8LZvPxJ8kqRrNyf0O1W6sYkWPVMkWTLQHXXZJ8us3Dtr7k8HF
607662877,101038502,鼠鼠生活馆交流群3,387,10,,-1,文件多||相册多||管理员活跃||男生多,,2162880,http://p.qlogo.cn/gh/607662877/607662877/140,suQ71bAJpDLeTsfCZnCllQh21Prj6tyE3BwJsE5COq7SHjlpZa8gWn28Jkz1nhfR
49468086,258893444,公益沉默仿传3,1756,10,,-1,管理员活跃||男生多||游戏,禁政治话题.禁止发黄图.纯游戏聊天群.,2949216,http://p.qlogo.cn/gh/49468086/49468086/140,u6eLJ1Hl2iJvoGs+EfFda3TN36jLJdjvwc67BpeMENV0dhAyjOJIo2TlwKDdAdGG
967014196,25196300,昆明美女外维3,265,9,10511,-1,管理员活跃||男生多||游戏||1351km,,2162784,http://p.qlogo.cn/gh/967014196/967014196/140,EMN3v3wGwhVpcxG6hFYyrBJrMdhCHosTRcUtkRdcDFXQhTalvkpJBBTmpcyuFyIm
1083392017,2392539396,小江 免广/宣 禁3刷.,475,10,10309,-1,文件多||管理员活跃||女生多||220.9km,投稿靠谱商家免广免宣禁3刷可以聊天,1075904704,http://p.qlogo.cn/gh/1083392017/1083392017/140,fQfx5rdQ/0q6tP+BdbkJ2UvKS4IJw4PBrSziQo8Smo2NUMkyePbjEMU9Nbi+JafY
895534580,3211346662,（3）真心话大冒险群,264,10,,-1,管理员活跃||女生多||游戏,本群纯属娱乐，大家随便玩，都开心点,1076166720,http://p.qlogo.cn/gh/895534580/895534580/140,m7YXHFQdmsaaaUK7AsskL5z6FuJIj7AU0gLshj1FkwRg7nigfZstk/r6DDc9BliL
1048749494,381239771,2020C--D精品高中交流群3,284,9,,-1,管理员活跃||女生多,,1075904576,http://p.qlogo.cn/gh/1048749494/1048749494/140,t7xrDT6UqmbbfpLtfn4MIEgfvdIf5H4GWKu8VhS5sSh6rUACmXNGEsQQI+Fmi4/5
656897610,1738777635,乌鲁木齐家教交流群3,459,10,10584,-1,文件多||管理员活跃||男生多||2522.6km,提供给乌鲁木齐家教同行交流的群，只欢迎乌鲁木齐在校大学生加入该群，为大家提供一个良好的环境,1075904576,http://p.qlogo.cn/gh/656897610/656897610/140,EcuqzGTissEm5QtemJ05xpeAA+k0ONFmolkcoFbHUbdg9pxswYy+PUqsKKhvZB4D
